2	1	2.041841	0.05315495	-11.93294	2.005561	1.439173	-11.91818	-0.3966725	0.4894667	2
3	1	2.024797	0.05315495	-11.82086	2.016605	1.400212	-11.78019	-0.3894086	0.4880833	2
3	2	2.047318	0.05315495	-11.96894	2.026248	1.315976	-11.94702	-0.3990093	0.4899119	2
4	1	2.000159	0.05315495	-11.65833	1.993912	1.386117	-11.5932	-0.3789085	0.4860889	2
4	2	2.05023	0.05315495	-11.96628	2.055875	1.31596	-11.9353	-0.3990311	0.4901488	2
4	3	3.569112	0.05315495	21.09855	3.545537	1.613701	21.06406	1.557895	0.6273236	3
5	1	1.978644	0.05315495	-11.49264	1.989826	1.377748	-11.42025	-0.3684421	0.4843525	2
5	2	2.056705	0.05315495	-11.96627	2.081589	1.316022	-11.94564	-0.3994113	0.4906756	2
5	3	3.567564	0.05315495	20.98875	3.526579	1.607502	20.9425	1.55095	0.6271685	3
5	4	3.574114	0.05315495	21.4536	3.559078	1.550424	21.48329	1.580364	0.6278254	3
6	1	1.959752	0.05315495	-11.32336	1.979919	1.376215	-11.24301	-0.3579514	0.482832	2
6	2	2.066542	0.05315495	-11.96917	2.096331	1.316121	-11.9549	-0.4001526	0.4914771	2
6	3	3.566004	0.05315495	20.87797	3.526166	1.626908	20.82269	1.543944	0.6270121	3
6	4	3.574508	0.05315495	21.48157	3.537691	1.569591	21.50882	1.582135	0.627865	3
6	5	-13.85764	0.05315495	13.71231	-13.7984	1.560717	13.6975	0.7641532	-0.1442595	4
7	1	1.957797	0.05315495	-11.1243	1.980535	1.372004	-11.02392	-0.3467608	0.4826747	2
7	2	2.091051	0.05315495	-11.97791	2.12182	1.316206	-11.96385	-0.4020887	0.4934782	2
7	3	3.56458	0.05315495	20.77696	3.5597	1.641515	20.72897	1.537557	0.6268694	3
7	4	3.574654	0.05315495	21.49189	3.537382	1.56957	21.51959	1.582789	0.6278796	3
7	5	-13.76763	0.05315495	13.75818	-13.70617	1.580223	13.74288	0.7661815	-0.1424944	4
7	6	-14.40468	0.05315495	13.43352	-14.42425	1.740746	13.40076	0.7520741	-0.1547704	4
7	1	1.957797	0.05315495	-11.1243	1.980535	1.372004	-11.02392	0.2929265	0.7772272	2
7	2	2.091051	0.05315495	-11.97791	2.12182	1.316206	-11.96385	0.2759975	0.7819284	2
7	3	3.56458	0.05315495	20.77696	3.5597	1.641515	20.72897	0.9256052	0.8339154	3
7	4	3.574654	0.05315495	21.49189	3.537382	1.56957	21.51959	0.9397841	0.8342707	3
7	5	-13.76763	0.05315495	13.75818	-13.70617	1.580223	13.74288	0.786406	0.2224259	4
7	6	-14.40468	0.05315495	13.43352	-14.42425	1.740746	13.40076	0.7799671	0.1999505	4
8	1	1.950767	0.05315495	-10.92714	1.94613	1.371929	-10.83231	-0.3354032	0.48211	2
8	2	2.097697	0.05315495	-11.94205	2.077448	1.316284	-11.91397	-0.4004672	0.494022	2
8	3	3.563288	0.05315495	20.68524	3.581523	1.654409	20.64255	1.531759	0.62674	3
8	4	3.574581	0.05315495	21.48673	3.612362	1.569527	21.45853	1.582462	0.6278723	3
