3	1	2061.209	481.4281	0
3	2	-397.8658	538.4524	0
4	1	2059.174	481.4156	0
4	2	-395.4874	538.4056	0
5	1	2056.633	481.4002	0
5	2	-392.5182	538.3471	0
6	1	2053.654	481.3821	0
6	2	-389.0376	538.2786	0
7	1	2050.295	481.3616	0
7	2	-385.1145	538.2014	0
8	1	2046.607	481.3392	0
8	2	-380.8078	538.1166	0
9	1	2042.634	481.315	0
9	2	-376.17	538.0253	0
10	1	2038.415	481.2894	0
10	2	-371.2454	537.9283	0
11	1	2033.981	481.2624	0
11	2	-366.0728	537.8265	0
12	1	2029.363	481.2343	0
12	2	-360.686	537.7205	0
13	1	2024.584	481.2052	0
13	2	-355.1141	537.6108	0
14	1	2019.667	481.1752	0
14	2	-349.3823	537.4979	0
15	1	2014.63	481.1446	0
15	2	-343.5128	537.3824	0
16	1	2009.488	481.1133	0
16	2	-337.524	537.2645	0
17	1	2004.257	481.0815	0
17	2	-331.433	537.1446	0
18	1	1998.948	481.0492	0
18	2	-325.2535	537.0229	0
19	1	1993.572	481.0165	0
19	2	-318.9982	536.8998	0
20	1	1988.137	480.9834	0
20	2	-312.6776	536.7754	0
21	1	1982.652	480.95	0
21	2	-305.5676	537.3152	0
22	1	1977.124	480.9164	0
22	2	-297.7397	538.4339	0
23	1	1971.559	480.8825	0
23	2	-289.2499	540.0605	0
24	1	1965.961	480.8484	0
24	2	-280.1416	542.1356	0
25	1	1960.335	480.8142	0
25	2	-270.4491	544.609	0
26	1	1954.685	480.7798	0
26	2	-261.038	546.7519	0
27	1	1949.015	480.7453	0
27	2	-251.8798	548.6017	0
28	1	1943.327	480.7108	0
28	2	-242.9478	550.1924	0
29	1	1937.623	480.676	0
29	2	-234.2182	551.5543	0
30	1	1931.906	480.6412	0
30	2	-225.6688	552.715	0
31	1	1926.178	480.6064	0
31	2	-217.2803	553.6986	0
32	1	1920.441	480.5715	0
32	2	-209.0346	554.527	0
33	1	1914.695	480.5365	0
33	2	-200.9161	555.2192	0
34	1	1908.943	480.5015	0
34	2	-192.9106	555.7924	0
35	1	1903.184	480.4665	0
35	2	-185.0054	556.2612	0
36	1	1897.421	480.4314	0
36	2	-177.1896	556.6392	0
37	1	1891.653	480.3963	0
37	2	-169.4531	556.9376	0
38	1	1885.882	480.3612	0
38	2	-161.7872	557.1667	0
39	1	1880.108	480.326	0
39	2	-154.1841	557.3354	0
40	1	1874.671	480.9547	0
40	2	-146.6372	557.4515	0
41	1	1869.499	482.1633	0
41	2	-139.1404	557.5217	0
42	1	1864.529	483.8834	0
42	2	-131.6883	557.552	0
43	1	1859.575	486.0252	0
43	2	-124.2762	557.5476	0
44	1	1851.662	487.6418	0
44	2	-116.9003	557.5131	0
45	1	1841.168	488.7918	0
45	2	-109.5567	557.4522	0
46	1	1836.13	488.688	0
46	2	-102.2424	557.3686	0
47	1	1828.188	488.3355	0
47	2	-94.95468	557.2651	0
48	1	1817.751	487.7691	0
48	2	-87.69089	557.1445	0
49	1	1805.181	487.0196	0
49	2	-80.44922	557.0089	0
50	1	1790.794	486.1143	0
50	2	-73.22746	556.8604	0
51	1	1774.869	485.0774	0
51	2	-66.02417	556.7007	0
52	1	1757.649	483.9299	0
52	2	-58.83797	556.5313	0
53	1	1751.852	483.5239	0
53	2	-51.6674	556.3533	0
54	1	1743.375	482.9227	0
54	2	-44.51157	556.1681	0
55	1	1732.601	482.1546	0
55	2	-37.36916	555.9765	0
56	1	1719.867	481.245	0
56	2	-30.23987	555.7795	0
57	1	1705.468	480.2159	0
57	2	-23.12263	555.5778	0
58	1	1689.66	479.0867	0
58	2	-16.01662	555.372	0
59	1	1672.668	477.8746	0
59	2	-8.921432	555.1627	0
60	1	1667.029	477.4748	0
60	2	-1.836853	554.9503	0
61	1	1658.807	476.8934	0
61	2	5.237923	554.7354	0
62	1	1648.372	476.1569	0
62	2	12.30309	554.5183	0
63	1	1636.048	475.2888	0
63	2	19.35921	554.2993	0
64	1	1622.117	474.3097	0
64	2	26.40636	554.0786	0
65	1	1606.825	473.2376	0
65	2	33.4449	553.8565	0
66	1	1590.389	472.0886	0
66	2	40.47508	553.6333	0
67	1	1584.936	471.7112	0
67	2	47.49687	553.4091	0
68	1	1577.914	471.5568	0
68	2	54.51084	553.184	0
69	1	1569.525	471.5952	0
69	2	61.51684	552.9583	0
70	1	1559.031	471.4066	0
70	2	68.51517	552.7319	0
71	1	1546.731	471.0222	0
71	2	75.50583	552.5051	0
72	1	1532.891	470.4696	0
72	2	82.48901	552.278	0
73	1	1517.745	469.7734	0
73	2	89.46476	552.0505	0
74	1	1513.377	469.8522	0
74	2	96.43322	551.8228	0
75	1	1506.416	469.7027	0
75	2	103.3944	551.5949	0
76	1	1497.22	469.3563	0
76	2	110.3484	551.3669	0
78	1	1474.888	468.9036	0
78	2	124.2352	550.9108	0
78	3	-98.03337	364.5431	0
79	1	1461.321	468.4067	0
79	2	131.168	550.6827	0
79	3	-97.18483	364.6009	0
80	1	1447.26	468.1504	0
80	2	138.0939	550.4546	0
80	3	-95.99434	364.6819	0
81	1	1442.229	467.9022	0
81	2	145.0128	550.2266	0
81	3	-94.50676	364.7831	0
82	1	1435.541	467.8611	0
82	2	151.9247	549.9987	0
82	3	-92.76123	364.9019	0
83	1	1426.637	467.6129	0
83	2	158.83	549.7708	0
83	3	-90.79132	365.036	0
85	1	1404.143	466.9911	0
85	2	172.6197	549.3154	0
85	3	-86.29066	365.3423	0
85	4	2296.09	631.4482	0
86	1	1391.68	466.9964	0
86	2	179.5045	549.088	0
86	3	-83.80714	365.5114	0
86	4	2291.348	630.5153	0
87	1	1377.804	466.7905	0
87	2	186.3823	548.8606	0
87	3	-81.19423	365.6892	0
87	4	2284.75	629.2206	0
88	1	1372.85	466.5526	0
88	2	193.2536	548.6334	0
88	3	-78.46855	365.8747	0
88	4	2276.596	627.6267	0
89	1	1365.501	466.1375	0
89	2	200.118	548.4064	0
89	3	-75.644	366.067	0
89	4	2267.159	625.7906	0
