2	1	11.20849	0.7019329	17.73337	11.1733	2.359062	17.70152	0
3	1	11.18758	0.7019329	17.73867	11.15192	2.359054	17.70644	0
3	2	-9.217412	0.7019329	26.38708	-9.168535	2.470833	26.43014	2
4	1	11.15826	0.7019329	17.74611	11.12212	2.359043	17.7135	0
4	2	-9.12416	0.7019329	26.37137	-9.064526	2.440691	26.41822	2
4	3	-9.42708	0.7019329	26.42238	-9.458814	2.029084	26.41393	2
4	4	3.603181	0.7019329	-16.14975	3.598991	2.122795	-16.08426	3
4	5	3.394479	0.7019329	-16.37133	3.386602	2.448267	-16.41169	3
5	1	11.12164	0.7019329	17.7554	11.08501	2.359022	17.72244	0
5	2	-9.015877	0.7019329	26.35314	-8.941904	2.439106	26.3941	2
5	3	-9.474318	0.7019329	26.43033	-9.504312	2.028969	26.42029	2
5	4	3.678483	0.7019329	-16.07328	3.682895	2.124776	-16.00321	3
5	5	3.370623	0.7019329	-16.39761	3.383065	2.467442	-16.44675	3
6	1	11.07871	0.7019329	17.76629	11.04354	2.337565	17.75749	0
6	2	-8.906628	0.7019329	26.33475	-8.827497	2.462826	26.35859	2
6	3	-9.501908	0.7019329	26.43497	-9.529793	2.044488	26.40727	2
6	4	3.758026	0.7019329	-15.99548	3.780232	2.143761	-15.92845	3
6	5	3.361897	0.7019329	-16.40857	3.377662	2.467432	-16.45743	3
7	1	11.0303	0.7019329	17.77857	10.99554	2.331891	17.77689	0
7	2	-8.807005	0.7019329	26.31797	-8.745996	2.483628	26.32946	2
7	3	-9.512086	0.7019329	26.43668	-9.540331	2.044479	26.40862	2
7	4	3.827047	0.7019329	-15.92177	3.847481	2.162977	-15.87257	3
7	5	3.366405	0.7019329	-16.40618	3.371559	2.467418	-16.35444	3
8	1	10.97715	0.7019329	17.79205	10.94266	2.32451	17.80083	0
8	2	-8.716547	0.7019329	26.30274	-8.665232	2.480205	26.30791	2
8	3	-9.506991	0.7019329	26.43582	-9.47835	2.044465	26.4642	2
8	4	3.88753	0.7019329	-15.85241	3.907071	2.160478	-15.81302	3
8	5	3.382591	0.7019329	-16.39206	3.375849	2.467398	-16.33987	3
9	1	10.91988	0.7019329	17.80658	10.88578	2.320776	17.82333	0
9	2	-8.63456	0.7019329	26.28893	-8.589441	2.473016	26.292	2
9	3	-9.488315	0.7019329	26.43268	-9.459279	2.04445	26.46136	2
9	4	3.940989	0.7019329	-15.78703	3.958713	2.154068	-15.75297	3
9	5	3.40933	0.7019329	-16.36715	3.400863	2.467365	-16.31439	3
10	1	10.85905	0.7019329	17.82201	10.82457	2.321901	17.84381	0
10	2	-8.560192	0.7019329	26.27641	-8.519172	2.468014	26.2791	2
10	3	-9.457124	0.7019329	26.42742	-9.427596	2.044423	26.45651	2
10	4	3.988517	0.7019329	-15.72517	4.004639	2.148567	-15.69422	3
10	5	3.445349	0.7019329	-16.33246	3.462323	2.439251	-16.29942	3
11	1	10.79513	0.7019329	17.83823	10.75877	2.326355	17.86551	0
11	2	-8.492497	0.7019329	26.26501	-8.455344	2.46839	26.26846	2
11	3	-9.4146	0.7019329	26.42026	-9.385732	2.02652	26.42745	2
11	4	4.03103	0.7019329	-15.6663	4.044603	2.147786	-15.63814	3
11	5	3.489297	0.7019329	-16.28904	3.51955	2.425944	-16.26537	3
12	1	10.72853	0.7019329	17.85512	10.68987	2.332107	17.88563	0
12	2	-8.430475	0.7019329	26.25456	-8.394754	2.470587	26.25876	2
12	3	-9.361996	0.7019329	26.4114	-9.333035	2.018313	26.40814	2
12	4	4.069422	0.7019329	-15.60983	4.081903	2.148477	-15.58276	3
12	5	3.539797	0.7019329	-16.23797	3.582605	2.41655	-16.22252	3
13	1	10.6596	0.7019329	17.87261	10.61929	2.33601	17.89773	0
13	2	-8.373116	0.7019329	26.2449	-8.336227	2.470935	26.24849	2
13	3	-9.298435	0.7019329	26.40069	-9.269303	2.010065	26.38476	2
13	4	4.104425	0.7019329	-15.55521	4.118609	2.147387	-15.52802	3
13	5	3.595487	0.7019329	-16.18032	3.647755	2.417542	-16.1681	3
14	1	10.58867	0.7019329	17.8906	10.54494	2.338484	17.89396	0
14	2	-8.319407	0.7019329	26.23585	-8.282007	2.469834	26.23617	2
14	3	-9.227667	0.7019329	26.38877	-9.197659	2.009478	26.36627	2
14	4	4.136741	0.7019329	-15.50188	4.155503	2.144516	-15.47582	3
14	5	3.655066	0.7019329	-16.1171	3.71512	2.42676	-16.10342	3
15	1	10.516	0.7019329	17.90904	10.47129	2.343231	17.90111	0
15	2	-8.268388	0.7019329	26.22726	-8.229995	2.467598	26.22196	2
15	3	-9.150914	0.7019329	26.37584	-9.11786	2.013942	26.34739	2
15	4	4.167006	0.7019329	-15.4493	4.191339	2.142441	-15.42409	3
15	5	3.717319	0.7019329	-16.0493	3.765244	2.434053	-16.02296	3
16	1	10.44181	0.7019329	17.92786	10.39811	2.345598	17.91828	0
16	2	-8.219179	0.7019329	26.21897	-8.180607	2.469159	26.21198	2
16	3	-9.069343	0.7019329	26.36211	-9.032929	2.020046	26.33271	2
16	4	4.195786	0.7019329	-15.39699	4.220505	2.145325	-15.37129	3
16	5	3.781146	0.7019329	-15.97786	3.797359	2.442472	-15.92829	3
17	1	10.36631	0.7019329	17.94701	10.32295	2.344031	17.93278	0
17	2	-8.170987	0.7019329	26.21085	-8.132131	2.472643	26.2027	2
17	3	-8.984039	0.7019329	26.34774	-8.945527	2.023381	26.33997	2
17	4	4.223465	0.7019329	-15.3445	4.25032	2.149821	-15.31773	3
17	5	3.845574	0.7019329	-15.90363	3.856061	2.446214	-15.85543	3
18	1	10.28968	0.7019329	17.96645	10.24562	2.338933	17.94536	0
18	2	-8.123114	0.7019329	26.20279	-8.0832	2.476878	26.19181	2
18	3	-8.896002	0.7019329	26.33291	-8.857218	2.02926	26.34244	2
18	4	4.250359	0.7019329	-15.29147	4.279336	2.155046	-15.26331	3
18	5	3.909771	0.7019329	-15.82738	3.908176	2.436764	-15.77424	3
19	1	10.21207	0.7019329	17.98614	10.16801	2.331746	17.95769	0
19	2	-8.074959	0.7019329	26.19468	-8.033947	2.481255	26.18073	2
19	3	-8.806126	0.7019329	26.31778	-8.769278	2.031015	26.33029	2
19	4	4.276713	0.7019329	-15.23758	4.306617	2.159425	-15.20795	3
19	5	3.973045	0.7019329	-15.74982	3.959943	2.4201	-15.69003	3
20	1	10.1336	0.7019329	18.00604	10.08753	2.323002	17.97232	0
20	2	-8.026024	0.7019329	26.18643	-7.984214	2.484792	26.17023	2
20	3	-8.715202	0.7019329	26.30246	-8.679418	2.026272	26.32242	2
20	4	4.302604	0.7019329	-15.18255	4.326576	2.161909	-15.15076	3
20	5	4.034842	0.7019329	-15.67155	4.019324	2.405504	-15.59931	3
21	1	10.0544	0.7019329	18.02614	10.00203	2.31564	17.98778	0
